text_a	label
Dutch first division match :	B-MISC O O O O
DINAMINA	B-ORG
F.C. Brasov 1 F.C. National Bucharest 1	B-ORG I-ORG O B-ORG I-ORG I-ORG O
Middlesbrough 's Italian striker Fabrizio Ravanelli is to wear his team sponsor 's name on the inside of his shirt so it can be seen when he scores .	B-ORG O B-MISC O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O
Dynamo 6 5 0 1 16 2 15	B-ORG O O O O O O O
Berlex filed a lawsuit against Biogen in U.S. District Court in Newark , N.J. in July , but Biogen had already filed a suit against Berlex in Massachusetts in May .	B-ORG O O O O B-ORG O B-ORG I-ORG I-ORG O B-LOC O B-LOC O O O O B-ORG O O O O O O B-ORG O B-LOC O O O
Epidemics are common in rural areas of Nigeria where piped water is not usually available .	O O O O O O O B-LOC O O O O O O O O
Tiber 29 2/9 Caribs / options W265 Stinnes .	B-ORG O O B-LOC O O O B-ORG O
Samir Arnaut	B-PER I-PER
Nantes 4 0 1 3 2 6 1	B-ORG O O O O O O O
10. Angelo Medeghini ( Italy ) Subaru Impreza 18:28	O B-PER I-PER O B-LOC O B-MISC I-MISC O
Weaver shot to prominence in 1994 when he won the English 2,000 Guineas on Mister Baileys in his first ride in a classic .	B-PER O O O O O O O O O B-MISC B-MISC I-MISC O B-LOC I-LOC O O O O O O O O
Daniel Nestor ( Canada ) beat 1 - Thomas Muster ( Austria ) 6-3 7-5	B-PER I-PER O B-LOC O O O O B-PER I-PER O B-LOC O O O
Aberdeen manager Roy Aitken said : " It 's unfortunate for us that Antoine cannot play in Europe but he will help us achieve things in domestic competition .	B-ORG O B-PER I-PER O O O O O O O O O B-PER O O O B-LOC O O O O O O O O O O O
Ministry spokesman Ryszard Hincza told the Polish agency the services would work together against mafia-style groups , drug smuggling and illegal trade in arms and radioactive materials .	O O B-PER I-PER O O B-MISC O O O O O O O O O O O O O O O O O O O O O
TENNIS - RESULTS AT HAMLET CUP .	O O O O B-MISC I-MISC O
Cleveland lost for just the second time in six games .	B-ORG O O O O O O O O O O
Six months to September 30 , 1996	O O O O O O O
Here are thumbnail profiles of the convention 's key Monday speakers .	O O O O O O O O O O O O
It was the second time armed " commanders " of the EPR have granted interviews outside Guerrero state , an extremely poor and volatile region where leftist protesters often have clashed violently with authorities .	O O O O O O O O O O O B-ORG O O O O B-LOC O O O O O O O O O O O O O O O O O O
9. Michael Andersson ( Sweden ) Telekom 54	O B-PER I-PER O B-LOC O B-ORG O
Eight minutes after the interval , Heerenveen 's Romeo Wouden broke through the Amsterdam defence , left defender John Veldman standing and curled the ball beyond goalkeeper Edwin van der Sar into the Ajax net .	O O O O O O B-ORG O B-PER I-PER O O O B-LOC O O O O B-PER I-PER O O O O O O O B-PER I-PER I-PER I-PER O O B-ORG O O
Barcelona 's Hristo Stoichkov made his only significant contribution of the evening 10 minutes after halftime when Sergi Barjuan broke down the right to set up the fiery Bulgarian with a simple equaliser .	B-ORG O B-PER I-PER O O O O O O O O O O O O O B-PER I-PER O O O O O O O O O B-MISC O O O O O
June mill output data were revised slightly downward to 210,622 tonnes from the preliminary 210,683 , while shipments were revised marginally upward to 213,989 tonnes from 213,845 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
-DOCSTART-	O
-DOCSTART-	O
Caen 1 ( Bancarel 70th ) Lyon 1 ( Caveglia 89th ) .	B-ORG O O B-PER O O B-ORG O O B-PER O O O
-DOCSTART-	O
But new coach Rolf Fringer is clearly a Knup fan and included him in his 19-man squad on Thursday .	O O O B-PER I-PER O O O B-PER O O O O O O O O O O O
They have been asked to bring with them the placards they waved when Clinton addressed Ireland at a packed ceremony in Dublin city centre on December 1 , last year .	O O O O O O O O O O O O O B-PER O B-LOC O O O O O B-LOC O O O O O O O O O
At Chester-le-Street : Glamorgan 73-3 v Durham .	O B-LOC O B-ORG O O B-ORG O
NATO releases Serb police , crisis easing - NATO .	B-ORG O B-MISC O O O O O B-ORG O
Chris Lewis 2 3 0 18 9 6.00	B-PER I-PER O O O O O O
Freed American slaves founded Liberia in 1847 .	O B-MISC O O B-LOC O O O
Voters will be choosing a three-member presidency and a parliament to rule over a loose union of Bosnia , comprised of a Serb republic and a Moslem-Croat federation .	O O O O O O O O O O O O O O O O O B-LOC O O O O B-MISC O O O B-MISC O O
N. Williams 5-43 ) .	B-PER I-PER O O O
Venezuelan Finance Minister Luis Raul Matos Azocar will make an " important announcement " on Thursday at 1230 local / 1630 GMT at a Central Bank press conference , the Finance Ministry said .	B-MISC O O B-PER I-PER I-PER I-PER O O O O O O O O O O O O O O B-MISC O O B-ORG I-ORG O O O O B-ORG I-ORG O O
Milwaukee 6 CLEVELAND 5 ( 11 innings )	B-ORG O B-ORG O O O O O
7. Samson Kitur ( Kenya ) 45.34	O B-PER I-PER O B-LOC O O
PLO Council calls for halt to contacts with Israel .	B-ORG I-ORG O O O O O O B-LOC O
Lockhart , based in Paramount , Calif. , is a designer and manufacturer of sophisticated thermal management products .	B-ORG O O O B-LOC O B-LOC O O O O O O O O O O O O
Chemlon Humenne win 3-0 on aggregate	B-ORG I-ORG O O O O
Jeff Tarango ( U.S. ) vs. Alex Radulescu ( Germany )	B-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O
She was a nurse who had " rapidly progressing multple sclerosis . "	O O O O O O O O O O O O O
WED Imphold YR DIV 67.5 66.6-68.4 45.0	O B-ORG O O O O O
Karlsruhe 2 1 1 0 5 3 4	B-ORG O O O O O O O
" We 've been working all year on my follow-through , and I really concentrated on that , " VanLandingham said . "	O O O O O O O O O O O O O O O O O O O B-PER O O O
The rights issue also prompted dilution fears , " said a dealing director at a local brokerage .	O O O O O O O O O O O O O O O O O O
70 71 74	O O O
Racing Club 0 Rosario Central 2	B-ORG I-ORG O B-ORG I-ORG O
The LTTE ( Liberation Tigers of Tamil Eelam ) accosts us and , at the point of a gun , forces us to take refugees , " said senior fishermen leader P. Arulanandam .	O B-ORG O B-ORG I-ORG I-ORG I-ORG I-ORG O O O O O O O O O O O O O O O O O O O O O O O B-PER I-PER O
In Seattle , Jay Buhner 's eighth-inning single snapped a tie as the Seattle Mariners edged the New York Yankees 2-1 in the opener of a three-game series .	O B-LOC O B-PER I-PER O O O O O O O O B-ORG I-ORG O O B-ORG I-ORG I-ORG O O O O O O O O O
But Lebed himself , the Kremlin security chief , is still waiting back in Moscow to meet Yeltsin over his plans for a lasting political settlement in Chechnya .	O B-PER O O O B-LOC O O O O O O O O B-LOC O O B-PER O O O O O O O O O B-LOC O
" Due to natural seasonal fluctuations in operations , the end-year result trend will be falling , but based on the early year result trend a profitable result is likely to be achieved , " Kekkila said in its January-June interim report .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ORG O O O O O O O
-DOCSTART-	O
She played one great game and than a few errors .	O O O O O O O O O O O
HOUSTON 70 62 .530 -	B-ORG O O O O
Arminia Bielefeld 1 Duisburg 1	B-ORG I-ORG O B-ORG O
The team will go one to tour Pakistan , playing two tests and three one-day internationals .	O O O O O O O B-LOC O O O O O O O O O
-- Jakarta newsroom +6221 384-6364	O B-LOC O O O
Nijmeh of Lebanon beat Nasr of Saudi Arabia 1-0 ( halftime 1-0 ) in their Asian club championship second round first leg tie on Saturday .	B-ORG O B-LOC O B-ORG O B-LOC I-LOC O O O O O O O B-MISC O O O O O O O O O O
MINNESOTA	B-LOC
Mystery has surrounded the Shanghai stockpile in recent months , with traders unsure not only of who owns it , but of its exact size and what its owner planned to do with it .	O O O O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Martinez begins play against Ruxandra Dragomir of Romania .	B-PER O O O B-PER I-PER O B-LOC O
The girl was taken to hospital .	O O O O O O O
+5 Wayne Westner ( South Africa ) 77 68	O B-PER I-PER O B-LOC I-LOC O O O
Bundesliga standings after Saturday 's games ( tabulate under	B-MISC O O O O O O O O
Sweden 1 1 0 0 6 1 2	B-LOC O O O O O O O
Hutnik Krakow 7 3 0 4 8 10 9	B-ORG I-ORG O O O O O O O
KARACHI , Pakistan 1996-08-28	B-LOC O B-LOC O
" Certainly the company will be a much smaller company now , but it will be a more profitable business , " said analyst Elias Moosa of Roberston Stephens & Co .	O O O O O O O O O O O O O O O O O O O O O O O O B-PER I-PER O B-ORG I-ORG I-ORG I-ORG O
Catholics around the world rose to her defence .	B-MISC O O O O O O O O
+2 Duffy Waldorf through 4	O B-PER I-PER O O
Elect Res April 20 43.0 32.0 6.0 12.0 4.0	B-ORG I-ORG O O O O O O O
AS-SAFIR	B-ORG
-DOCSTART-	O
Interfax quoted Russian military command in Chechnya as saying that about 200 interior ministry forces , sent on reconaisance mission , clashed with rebels at Minutka Square .	B-ORG O B-MISC O O O B-LOC O O O O O B-ORG I-ORG O O O O O O O O O O O B-LOC I-LOC O
VIENNA 1996-08-24	B-LOC O
Piotr Grabowski told Reuters that a Mostostal extraordinary shareholders meeting on Saturday had decided that the price of the 250,000 bonds would be set as a 10-session average price of Mostostal shares plus a premium .	B-PER I-PER O B-ORG O O B-ORG O O O O O O O O O O O O O O O O O O O O O O O B-ORG O O O O O
David Wheaton ( U.S. ) vs. Kevin Kim ( U.S. )	B-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O
Atlas 3 2 1 0 7 2 7	B-ORG O O O O O O O
Moody 's Investors Service -	B-ORG I-ORG I-ORG I-ORG O
Rohrabacher flew into Bagram military airbase north of Kabul in a Red Cross plane on Tuesday after meeting northern opposition militia leader General Abdul Rashid Dostum .	B-PER O O B-LOC O O O O B-LOC O O B-ORG I-ORG O O O O O O O O O O B-PER I-PER I-PER O
Just a day later the national euphoria at the rescue turned to disgust as Dutroux led police to the bodies of two eight-year-old girls in another of his houses .	O O O O O O O O O O O O O O B-PER O O O O O O O O O O O O O O O
We are just a bit lower with a lot of inactivity during the whole day . "	O O O O O O O O O O O O O O O O O
Bahia 1 Botafogo 2	B-ORG O B-ORG O
MELBOURNE 1996-08-25	B-LOC O
LONDON 1996-08-30	B-LOC O
BALTIMORE 5 California 4	B-ORG O B-ORG O
Arguing that CVG 's privatization would result in some 13,000 layoffs , compared to the government 's estimated 1,500 , CVG 's union leaders told reporters they would strike and stage protests if their concerns were not addressed .	O O B-ORG O O O O O O O O O O O O O O O O O B-ORG O O O O O O O O O O O O O O O O O O
The CVG 's aluminum companies Venalum and Alucasa are also scheduled to be sold early 1997 .	O B-ORG O O O B-ORG O B-ORG O O O O O O O O O
Start 20 3 3 14 26 56 12	B-ORG O O O O O O O
More than 1,500 planes per day fly over Bulgaria , in a strategic location between Europe and the Middle and the Far East , Raichev said .	O O O O O O O O B-LOC O O O O O O B-LOC O O B-LOC O O B-LOC I-LOC O B-PER O O
-DOCSTART-	O
Hungary 's Gross Domestic Product fell one percentage point in the first quarter while real wages plunged 7.2 percentage points in the first half of 1996 .	B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O
They say their pay has not kept up at all with inflation , currently running at 22 percent .	O O O O O O O O O O O O O O O O O O O
LONDON 1996-08-29	B-LOC O
BNZ said it was responding to lower wholesale rates .	B-ORG O O O O O O O O O
SOCCER - DUTCH FIRST DIVISION SUMMARY .	O O B-MISC O O O O
-DOCSTART-	O
FLORIDA 58 69 .457 22	B-ORG O O O O
WASHINGTON 1996-08-29	B-LOC O
" Late wages , no work and ( the lack of a ) production programme are the main reasons for their protests , " a senior member of the local Socialist Party branch told Reuters .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ORG I-ORG O O B-ORG O
-DOCSTART-	O
Played Saturday :	O O O
146 Iain Pyman 71 75 , Eduardo Romero ( Argentina ) 70 76 , Ian	O B-PER I-PER O O O B-PER I-PER O B-LOC O O O O B-PER
The 116 , representing political parties in the capital Kinshasa , will help organise a voter census , a constitutional referendum planned for January and efforts to brief potential voters on what balloting involves .	O O O O O O O O O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O
" I get the feeling that everything is done here for the American players and they forget about all the other players , " said Stich , who lost the 1994 Open final to Andre Agassi .	O O O O O O O O O O O O B-MISC O O O O O O O O O O O O B-PER O O O O O B-MISC O O B-PER I-PER O
Teenager Yuuichi Takeda , racing in only his first season , outclassed the big names to win the first race in round nine of the world superbike championship on Sunday .	O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Nottinghamshire 8 points , Surrey 7 .	B-ORG O O O B-ORG O O
-- Reuter London Newsroom +44 171 542 7658	O B-ORG I-ORG I-ORG O O O O
-DOCSTART-	O
NAGYATAD , Hungary 1996-08-28	B-LOC O B-LOC O
" Everybody has their own addiction to something or other but it 's not as if she eats cakes like crazy , " she said .	O O O O O O O O O O O O O O O O O O O O O O O O O O
Malawi 's undisputed ruler for three decades , he lost power in the first all-party elections in 1994 .	B-LOC O O O O O O O O O O O O O O O O O O
India - Sachin Tendulkar ( captain ) , Anil Kumble , Ajay Jadeja , Sourav Ganguly , Mohamed Azharuddin , Vinod Kambli , Rahul Dravid , Nayan Mongia , Javagal Srinath , Venkatesh Prasad , Ashish Kapoor .	B-LOC O B-PER I-PER O O O O B-PER I-PER O B-PER I-PER O B-PER I-PER O B-PER I-PER O B-PER I-PER O B-PER I-PER O B-PER I-PER O B-PER I-PER O B-PER I-PER O B-PER I-PER O
So some foreign banks began unwinding their dollar positions . "	O O O O O O O O O O O
-DOCSTART-	O
Defending champions Ajax Amsterdam were defeated 2-0 loss away to Heerenveen on Saturday .	O O B-ORG I-ORG O O O O O O B-ORG O O O
Advanced Medical buying IVAC Medical .	B-ORG I-ORG O B-ORG I-ORG O
Irina Spirlea ( Romania ) beat Petra Begerow ( Germany ) 6-3 6-2	B-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O O O
( 1-0 )	O O O
TIRANA 1996-08-28	B-LOC O
19. Pedro Lamy ( Portugal ) Minardi 1:56.830	O B-PER I-PER O B-LOC O B-ORG O
India carried out a nuclear test in 1974 but says it has not built the bomb .	B-LOC O O O O O O O O O O O O O O O O
" I was n't scared when I heard that I was playing Maleeva , " said Olsza . "	O O O O O O O O O O O O B-PER O O O B-PER O O
COLOMBO 1996-08-23	B-LOC O
He declined to say how many people were being considered for asylum .	O O O O O O O O O O O O O
Women 's singles , first round 1 - Steffi Graf ( Germany ) beat Yayuk Basuki ( Indonesia ) 6-3 7-6 ( 7-4 )	O O O O O O O O B-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O O O O O O
Fear that a new Treasury secretary might favour a return to Bentsen-era policy could spell trouble for financial markets .	O O O O B-ORG O O O O O O B-MISC O O O O O O O O
Russia 's Svetlana Samokhalova fought off a spirited challenge from American Jane Quigley to take the title for a second year .	B-LOC O B-PER I-PER O O O O O O B-MISC B-PER I-PER O O O O O O O O O
Jakob Hlasek ( Switzerland ) beat Alberto Berasategui ( Spain ) 7-6 ( 7-5 ) 7-6 ( 9-7 ) 6-0	B-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O O O O O O O O O O
-DOCSTART-	O
At Rio , they joined up with the national team squad for the journey to Moscow , where Brazil will face Russia in a friendly international on Wednesday .	O B-LOC O O O O O O O O O O O O O B-LOC O O B-LOC O O B-LOC O O O O O O O
Oldest Albania book disappears from Vatican - paper .	O B-LOC O O O B-LOC O O O
MARKET TALK - Sri Lanka plans to import up to 400,000 tonnes of rice by the end of this year to meet a crop shortfall caused by drought and rising demand , government officials said on Thursday .	O O O B-LOC I-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Morton v Falkir , Partick v St Mirren , St Johnstone v	B-ORG O B-ORG O B-ORG O B-ORG I-ORG O B-ORG I-ORG O
ACC sold 9.4 million tonnes in 1995/96 , retaining its top position in the Indian cement industry , Palkhivala said .	B-ORG O O O O O O O O O O O O O B-MISC O O O B-PER O O
IFK Gothenburg :	B-ORG I-ORG O
Hawthorn 21 10 1 10 1791 1820 98.4 42	B-ORG O O O O O O O O
18. Ricardo Rosset ( Brazil ) Arrows 1:56.286	O B-PER I-PER O B-LOC O B-ORG O
SOCCER - GERMAN FIRST DIVISION RESULTS .	O O B-MISC O O O O
" Dutroux has admitted killing Weinstein after a disagreement between the accomplices in an affair of truck theft , " Bourlet said .	O B-PER O O O B-PER O O O O O O O O O O O O O O B-PER O O
However , bonds finished largely flat .	O O O O O O O
" Investors unloaded their shares due to the poor earnings outlook following a sharp profit decline .	O O O O O O O O O O O O O O O O O
And these investigations into police corruption are only possible because there are people brave enough to denounce them , " Piotti said , promising a major overhaul of the provincial police next month .	O O O O O O O O O O O O O O O O O O O O B-PER O O O O O O O O O O O O O
